S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
4347,06/07/2021,Dadra and Nagar Haveli and Daman and Diu,10569,35,10530,4
4348,07/07/2021,Dadra and Nagar Haveli and Daman and Diu,10575,39,10532,4
4349,08/07/2021,Dadra and Nagar Haveli and Daman and Diu,10576,38,10534,4
4350,09/07/2021,Dadra and Nagar Haveli and Daman and Diu,10579,33,10542,4
4351,10/07/2021,Dadra and Nagar Haveli and Daman and Diu,10580,23,10553,4
4352,11/07/2021,Dadra and Nagar Haveli and Daman and Diu,10584,25,10555,4
4353,12/07/2021,Dadra and Nagar Haveli and Daman and Diu,10586,25,10557,4
4354,13/07/2021,Dadra and Nagar Haveli and Daman and Diu,10588,21,10563,4
4355,14/07/2021,Dadra and Nagar Haveli and Daman and Diu,10589,21,10564,4
4356,15/07/2021,Dadra and Nagar Haveli and Daman and Diu,10591,22,10565,4
4357,16/07/2021,Dadra and Nagar Haveli and Daman and Diu,10591,22,10565,4
4358,17/07/2021,Dadra and Nagar Haveli and Daman and Diu,10593,16,10573,4
4359,18/07/2021,Dadra and Nagar Haveli and Daman and Diu,10594,16,10574,4
4360,19/07/2021,Dadra and Nagar Haveli and Daman and Diu,10597,18,10575,4
4361,21/07/2021,Dadra and Nagar Haveli and Daman and Diu,10612,27,10581,4
4362,22/07/2021,Dadra and Nagar Haveli and Daman and Diu,10619,34,10581,4
4363,26/07/2021,Dadra and Nagar Haveli and Daman and Diu,10637,46,10587,4
4364,27/07/2021,Dadra and Nagar Haveli and Daman and Diu,10637,45,10588,4
4365,28/07/2021,Dadra and Nagar Haveli and Daman and Diu,10639,44,10591,4
4366,29/07/2021,Dadra and Nagar Haveli and Daman and Diu,10642,41,10597,4
4367,30/07/2021,Dadra and Nagar Haveli and Daman and Diu,10643,36,10603,4
4368,31/07/2021,Dadra and Nagar Haveli and Daman and Diu,10644,30,10610,4
4369,01/08/2021,Dadra and Nagar Haveli and Daman and Diu,10650,29,10617,4
4370,02/08/2021,Dadra and Nagar Haveli and Daman and Diu,10650,24,10622,4
4371,03/08/2021,Dadra and Nagar Haveli and Daman and Diu,10650,15,10631,4
4372,04/08/2021,Dadra and Nagar Haveli and Daman and Diu,10651,14,10633,4
4373,05/08/2021,Dadra and Nagar Haveli and Daman and Diu,10652,15,10633,4
4374,06/08/2021,Dadra and Nagar Haveli and Daman and Diu,10652,14,10634,4
4375,07/08/2021,Dadra and Nagar Haveli and Daman and Diu,10652,12,10636,4
4376,08/08/2021,Dadra and Nagar Haveli and Daman and Diu,10652,9,10639,4
4377,09/08/2021,Dadra and Nagar Haveli and Daman and Diu,10653,8,10641,4
4378,12/03/2020,Delhi,6,6,0,0
4379,13/03/2020,Delhi,6,6,0,0
4380,14/03/2020,Delhi,7,5,1,1
4381,15/03/2020,Delhi,7,4,2,1
4382,16/03/2020,Delhi,7,4,2,1
4383,17/03/2020,Delhi,8,5,2,1
4384,18/03/2020,Delhi,10,7,2,1
4385,19/03/2020,Delhi,12,9,2,1
4386,20/03/2020,Delhi,17,13,3,1
4387,21/03/2020,Delhi,26,20,5,1
4388,22/03/2020,Delhi,29,23,5,1
4389,23/03/2020,Delhi,29,23,5,1
4390,24/03/2020,Delhi,31,24,6,1
4391,25/03/2020,Delhi,30,22,6,2
4392,26/03/2020,Delhi,35,28,6,1
4393,27/03/2020,Delhi,36,29,6,1
4394,28/03/2020,Delhi,39,32,6,1
4395,29/03/2020,Delhi,39,31,6,2
4396,30/03/2020,Delhi,53,45,6,2
4397,31/03/2020,Delhi,97,89,6,2
4398,01/04/2020,Delhi,120,112,6,2
4399,02/04/2020,Delhi,152,144,6,2
4400,03/04/2020,Delhi,219,207,8,4
4401,04/04/2020,Delhi,386,372,8,6
4402,05/04/2020,Delhi,445,424,15,6
4403,06/04/2020,Delhi,503,478,18,7
4404,07/04/2020,Delhi,523,497,19,7
4405,08/04/2020,Delhi,576,546,21,9
4406,09/04/2020,Delhi,669,639,21,9
4407,10/04/2020,Delhi,720,683,25,12
4408,11/04/2020,Delhi,903,865,25,13
4409,12/04/2020,Delhi,1069,1025,25,19
4410,13/04/2020,Delhi,1154,1103,27,24
4411,14/04/2020,Delhi,1510,1452,30,28
4412,15/04/2020,Delhi,1561,1501,30,30
4413,16/04/2020,Delhi,1578,1506,40,32
4414,17/04/2020,Delhi,1640,1551,51,38
4415,18/04/2020,Delhi,1707,1593,72,42
4416,19/04/2020,Delhi,1893,1779,72,42
4417,20/04/2020,Delhi,2003,1886,72,45
4418,21/04/2020,Delhi,2081,1603,431,47
4419,22/04/2020,Delhi,2156,1498,611,47
4420,23/04/2020,Delhi,2248,1476,724,48
4421,24/04/2020,Delhi,2376,1518,808,50
4422,25/04/2020,Delhi,2514,1604,857,53
4423,26/04/2020,Delhi,2625,1702,869,54
4424,27/04/2020,Delhi,2918,1987,877,54
4425,28/04/2020,Delhi,3108,2177,877,54
4426,29/04/2020,Delhi,3314,2182,1078,54
4427,30/04/2020,Delhi,3439,2291,1092,56
4428,01/05/2020,Delhi,3515,2362,1094,59
4429,02/05/2020,Delhi,3738,2510,1167,61
4430,03/05/2020,Delhi,4122,2802,1256,64
4431,04/05/2020,Delhi,4549,3123,1362,64
4432,05/05/2020,Delhi,4898,3403,1431,64
4433,06/05/2020,Delhi,5104,3572,1468,64
4434,07/05/2020,Delhi,5532,3925,1542,65
4435,08/05/2020,Delhi,5980,3983,1931,66
4436,09/05/2020,Delhi,6318,4230,2020,68
4437,10/05/2020,Delhi,6542,4449,2020,73
4438,11/05/2020,Delhi,6923,4781,2069,73
4439,12/05/2020,Delhi,7233,5031,2129,73
4440,13/05/2020,Delhi,7639,5041,2512,86
4441,14/05/2020,Delhi,7998,5034,2858,106
4442,15/05/2020,Delhi,8470,5310,3045,115
4443,16/05/2020,Delhi,8895,5254,3518,123
4444,17/05/2020,Delhi,9333,5278,3926,129
4445,18/05/2020,Delhi,10054,5409,4485,160
4446,19/05/2020,Delhi,10054,5401,4485,168
4447,20/05/2020,Delhi,10554,5636,4750,168
4448,21/05/2020,Delhi,11088,5720,5192,176
4449,22/05/2020,Delhi,11659,5898,5567,194
4450,23/05/2020,Delhi,12319,6214,5897,208
4451,24/05/2020,Delhi,12910,6412,6267,231
4452,25/05/2020,Delhi,13418,6617,6540,261
4453,26/05/2020,Delhi,14053,7006,6771,276
4454,27/05/2020,Delhi,14465,6954,7223,288
4455,28/05/2020,Delhi,15257,7690,7264,303
4456,29/05/2020,Delhi,16281,8470,7495,316
4457,30/05/2020,Delhi,17386,9142,7846,398
4458,31/05/2020,Delhi,18549,10058,8075,416
4459,01/06/2020,Delhi,19844,10893,8478,473
4460,02/06/2020,Delhi,20834,11565,8746,523
4461,03/06/2020,Delhi,22132,12333,9243,556
4462,04/06/2020,Delhi,23645,13497,9542,606
4463,05/06/2020,Delhi,25004,14456,9898,650
4464,06/06/2020,Delhi,26334,15311,10315,708
4465,07/06/2020,Delhi,27654,16229,10664,761
4466,08/06/2020,Delhi,27654,16229,10664,761
4467,09/06/2020,Delhi,29943,17712,11357,874
4468,10/06/2020,Delhi,31309,18543,11861,905
4469,11/06/2020,Delhi,32810,19581,12245,984
4470,12/06/2020,Delhi,34687,20871,12731,1085
4471,13/06/2020,Delhi,36824,22212,13398,1214
4472,14/06/2020,Delhi,38958,22742,14945,1271
4473,15/06/2020,Delhi,41182,24032,15823,1327
4474,16/06/2020,Delhi,42829,25002,16427,1400
4475,17/06/2020,Delhi,44688,26351,16500,1837
4476,18/06/2020,Delhi,47102,27741,17457,1904
4477,19/06/2020,Delhi,49979,26669,21341,1969
4478,20/06/2020,Delhi,53116,27512,23569,2035
4479,21/06/2020,Delhi,56746,23340,31294,2112
4480,22/06/2020,Delhi,59746,24558,33013,2175
4481,23/06/2020,Delhi,62655,23820,36602,2233
4482,24/06/2020,Delhi,66602,24988,39313,2301
4483,25/06/2020,Delhi,70390,26588,41437,2365
4484,26/06/2020,Delhi,73780,26586,44765,2429
4485,27/06/2020,Delhi,77240,27657,47091,2492
4486,28/06/2020,Delhi,80188,28329,49301,2558
4487,29/06/2020,Delhi,83077,27847,52607,2623
4488,30/06/2020,Delhi,85161,26246,56235,2680
4489,01/07/2020,Delhi,87360,26270,58348,2742
4490,02/07/2020,Delhi,89802,27007,59992,2803
4491,03/07/2020,Delhi,92175,26304,63007,2864
4492,04/07/2020,Delhi,94695,26148,65624,2923
4493,05/07/2020,Delhi,97200,25940,68256,3004
4494,06/07/2020,Delhi,99444,25038,71339,3067
4495,07/07/2020,Delhi,100823,25620,72088,3115
4496,08/07/2020,Delhi,102831,25449,74217,3165
4497,09/07/2020,Delhi,104864,23452,78199,3213
4498,10/07/2020,Delhi,107051,21567,82226,3258
4499,11/07/2020,Delhi,109140,21146,84694,3300
4500,12/07/2020,Delhi,110921,19895,87692,3334
4501,13/07/2020,Delhi,112494,19155,89968,3371
4502,14/07/2020,Delhi,113740,19017,91312,3411
4503,15/07/2020,Delhi,115346,18664,93236,3446
4504,16/07/2020,Delhi,116993,17807,95699,3487
4505,17/07/2020,Delhi,118645,17407,97693,3545
4506,18/07/2020,Delhi,120107,17235,99301,3571
4507,19/07/2020,Delhi,121582,16711,101274,3597
4508,20/07/2020,Delhi,122793,16031,103134,3628
4509,21/07/2020,Delhi,123747,15166,104918,3663
4510,22/07/2020,Delhi,125096,15288,106118,3690
4511,23/07/2020,Delhi,126323,14954,107650,3719
4512,24/07/2020,Delhi,127364,14554,109065,3745
4513,25/07/2020,Delhi,128389,13681,110931,3777
4514,26/07/2020,Delhi,129531,12657,113068,3806
4515,27/07/2020,Delhi,130606,11904,114875,3827
4516,28/07/2020,Delhi,131219,10994,116372,3853
4517,29/07/2020,Delhi,132275,10887,117507,3881
4518,30/07/2020,Delhi,133310,10770,118633,3907
4519,31/07/2020,Delhi,134403,10743,119724,3936
4520,01/08/2020,Delhi,135598,10705,120930,3963
4521,02/08/2020,Delhi,136716,10596,122131,3989
4522,03/08/2020,Delhi,137677,10356,123317,4004
4523,04/08/2020,Delhi,138482,10207,124254,4021
4524,05/08/2020,Delhi,139156,9897,125226,4033
4525,06/08/2020,Delhi,140232,10072,126116,4044
4526,07/08/2020,Delhi,141531,10348,127124,4059
4527,08/08/2020,Delhi,142723,10409,128232,4082
4528,09/08/2020,Delhi,144127,10667,129362,4098
4529,10/08/2020,Delhi,145427,10729,130587,4111
4530,11/08/2020,Delhi,146134,10346,131657,4131
4531,12/08/2020,Delhi,147391,10868,132384,4139
4532,13/08/2020,Delhi,148504,10946,133405,4153
4533,14/08/2020,Delhi,149460,10975,134318,4167
4534,15/08/2020,Delhi,150652,11366,135108,4178
4535,16/08/2020,Delhi,151928,11489,136251,4188
4536,17/08/2020,Delhi,152580,10823,137561,4196
4537,18/08/2020,Delhi,153367,10852,138301,4214
4538,19/08/2020,Delhi,154741,11068,139447,4226
4539,20/08/2020,Delhi,156139,11137,140767,4235
4540,21/08/2020,Delhi,157354,11271,141826,4257
4541,22/08/2020,Delhi,158604,11426,142908,4270
4542,23/08/2020,Delhi,160016,11594,144138,4284
4543,24/08/2020,Delhi,161466,11778,145388,4300
4544,25/08/2020,Delhi,162527,11626,146588,4313
4545,26/08/2020,Delhi,164071,11998,147743,4330
4546,27/08/2020,Delhi,165764,12520,148897,4347
4547,28/08/2020,Delhi,167604,13208,150027,4369
4548,29/08/2020,Delhi,169412,13550,151473,4389
4549,30/08/2020,Delhi,171366,14040,152922,4404
4550,31/08/2020,Delhi,173390,14793,154171,4426
4551,01/09/2020,Delhi,174748,14626,155678,4444
4552,02/09/2020,Delhi,177060,15870,156728,4462
4553,03/09/2020,Delhi,179569,16502,158586,4481
4554,04/09/2020,Delhi,182306,17692,160114,4500
4555,05/09/2020,Delhi,185220,18842,161865,4513
4556,06/09/2020,Delhi,188193,19870,163785,4538
4557,07/09/2020,Delhi,191449,20909,165973,4567
4558,08/09/2020,Delhi,193526,20543,168384,4599
4559,09/09/2020,Delhi,197135,22377,170140,4618
4560,10/09/2020,Delhi,201174,23773,172763,4638
4561,11/09/2020,Delhi,205482,25416,175400,4666
4562,12/09/2020,Delhi,209748,26907,178154,4687
4563,13/09/2020,Delhi,214069,28059,181295,4715
4564,14/09/2020,Delhi,218304,28812,184748,4744
4565,15/09/2020,Delhi,221533,28641,188122,4770
4566,16/09/2020,Delhi,225796,29787,191203,4806
4567,17/09/2020,Delhi,230269,30914,194516,4839
4568,18/09/2020,Delhi,234701,31721,198103,4877
4569,19/09/2020,Delhi,238828,32250,201671,4907
4570,20/09/2020,Delhi,242899,32064,205890,4945
4571,21/09/2020,Delhi,246711,32097,209632,4982
4572,22/09/2020,Delhi,249259,30941,213304,5014
4573,23/09/2020,Delhi,253075,31623,216401,5051
4574,24/09/2020,Delhi,256789,30836,220866,5087
4575,25/09/2020,Delhi,260623,31125,224375,5123
4576,26/09/2020,Delhi,264450,30867,228436,5147
4577,27/09/2020,Delhi,267822,29717,232912,5193
4578,28/09/2020,Delhi,271114,29228,236651,5235
4579,29/09/2020,Delhi,273098,27123,240703,5272
4580,30/09/2020,Delhi,276325,27524,243481,5320
4581,01/10/2020,Delhi,279715,26908,247446,5361
4582,02/10/2020,Delhi,282752,26738,250613,5401
4583,03/10/2020,Delhi,285672,26450,253784,5438
4584,04/10/2020,Delhi,287930,25234,257224,5472
4585,05/10/2020,Delhi,290613,24753,260350,5510
4586,06/10/2020,Delhi,292560,23080,263938,5542
4587,07/10/2020,Delhi,295236,22720,266935,5581
4588,08/10/2020,Delhi,298107,22186,270305,5616
4589,09/10/2020,Delhi,300833,22232,272948,5653
4590,10/10/2020,Delhi,303693,21955,276046,5692
4591,11/10/2020,Delhi,306559,22007,278812,5740
4592,12/10/2020,Delhi,309339,21701,281869,5769
4593,13/10/2020,Delhi,311188,20535,284844,5809
4594,14/10/2020,Delhi,314224,21490,286880,5854
4595,15/10/2020,Delhi,317548,21903,289747,5898
4596,16/10/2020,Delhi,321031,22605,292502,5924
4597,17/10/2020,Delhi,324459,22814,295699,5946
4598,18/10/2020,Delhi,327718,22884,298853,5981
4599,19/10/2020,Delhi,331017,23292,301716,6009
4600,20/10/2020,Delhi,333171,22570,304561,6040
4601,21/10/2020,Delhi,336750,23922,306747,6081
4602,22/10/2020,Delhi,340436,24117,310191,6128
4603,23/10/2020,Delhi,344318,25237,312918,6163
4604,24/10/2020,Delhi,348404,26001,316214,6189
4605,25/10/2020,Delhi,352520,26467,319828,6225
4606,26/10/2020,Delhi,356656,26744,323654,6258
4607,27/10/2020,Delhi,359488,25786,327390,6312
4608,28/10/2020,Delhi,364341,27873,330112,6356
4609,29/10/2020,Delhi,370014,29378,334240,6396
4610,30/10/2020,Delhi,375753,30952,338378,6423
4611,31/10/2020,Delhi,381644,32363,342811,6470
4612,01/11/2020,Delhi,386706,32719,347476,6511
4613,02/11/2020,Delhi,392370,34173,351635,6562
4614,03/11/2020,Delhi,396371,33308,356459,6604
4615,04/11/2020,Delhi,403096,36375,360069,6652
4616,05/11/2020,Delhi,409938,37369,365866,6703
4617,06/11/2020,Delhi,416653,38729,371155,6769
4618,07/11/2020,Delhi,423831,39722,377276,6833
4619,08/11/2020,Delhi,430784,40258,383614,6912
4620,09/11/2020,Delhi,438529,41857,389683,6989
4621,10/11/2020,Delhi,443552,39795,396697,7060
4622,11/11/2020,Delhi,451382,41385,402854,7143
4623,12/11/2020,Delhi,459975,42629,410118,7228
4624,13/11/2020,Delhi,467028,43116,416580,7332
4625,14/11/2020,Delhi,474830,44329,423078,7423
4626,15/11/2020,Delhi,482170,44456,430195,7519
4627,16/11/2020,Delhi,485405,39990,437801,7614
4628,17/11/2020,Delhi,489202,40128,441361,7713
4629,18/11/2020,Delhi,495598,42004,445782,7812
4630,19/11/2020,Delhi,503084,42458,452683,7943
4631,20/11/2020,Delhi,510630,43221,459368,8041
4632,21/11/2020,Delhi,517238,40936,468143,8159
4633,22/11/2020,Delhi,523117,39741,475106,8270
4634,23/11/2020,Delhi,529863,40212,481260,8391
4635,24/11/2020,Delhi,534317,37329,488476,8512
4636,25/11/2020,Delhi,540541,38501,493419,8621
4637,26/11/2020,Delhi,545787,38287,498780,8720
4638,27/11/2020,Delhi,551262,38734,503717,8811
4639,28/11/2020,Delhi,556744,38181,509654,8909
4640,29/11/2020,Delhi,561742,36578,516166,8998
4641,30/11/2020,Delhi,566648,35091,522491,9066
4642,01/12/2020,Delhi,570374,32885,528315,9174
4643,02/12/2020,Delhi,574380,31769,533351,9260
4644,03/12/2020,Delhi,578324,30302,538680,9342
4645,04/12/2020,Delhi,582058,29120,543514,9424
4646,05/12/2020,Delhi,586125,28252,548376,9497
4647,06/12/2020,Delhi,589544,26678,553292,9574
4648,07/12/2020,Delhi,592250,24693,557914,9643
4649,08/12/2020,Delhi,593924,22486,561732,9706
4650,09/12/2020,Delhi,597112,22310,565039,9763
4651,10/12/2020,Delhi,599575,20546,569216,9813
4652,11/12/2020,Delhi,601150,18753,572523,9874
4653,12/12/2020,Delhi,603535,18676,574925,9934
4654,13/12/2020,Delhi,605470,17373,578116,9981
4655,14/12/2020,Delhi,607454,16785,580655,10014
4656,15/12/2020,Delhi,608830,15247,583509,10074
4657,17/12/2020,Delhi,611994,13261,588586,10147
4658,18/12/2020,Delhi,613357,12198,590977,10182
4659,19/12/2020,Delhi,614775,11419,593137,10219
4660,20/12/2020,Delhi,615914,10358,595305,10251
4661,21/12/2020,Delhi,617005,10148,596580,10277
4662,22/12/2020,Delhi,617808,9255,598249,10304
4663,23/12/2020,Delhi,618747,8735,599683,10329
4664,24/12/2020,Delhi,619618,8003,601268,10347
4665,25/12/2020,Delhi,620681,7909,602388,10384
4666,26/12/2020,Delhi,621439,7267,603758,10414
4667,27/12/2020,Delhi,622094,6911,604746,10437
4668,28/12/2020,Delhi,622851,6713,605685,10453
4669,29/12/2020,Delhi,623415,6297,606644,10474
4670,30/12/2020,Delhi,624118,6122,607494,10502
4671,31/12/2020,Delhi,624795,5838,608434,10523
4672,03/01/2021,Delhi,626448,5342,610535,10571
4673,04/01/2021,Delhi,626872,5044,611243,10585
4674,05/01/2021,Delhi,627256,4689,611970,10597
4675,06/01/2021,Delhi,627698,4562,612527,10609
4676,07/01/2021,Delhi,628352,4481,613246,10625
4677,08/01/2021,Delhi,628838,4168,614026,10644
4678,09/01/2021,Delhi,629282,3779,614849,10654
4679,10/01/2021,Delhi,629801,3683,615452,10666
4680,11/01/2021,Delhi,630200,3468,616054,10678
4681,12/01/2021,Delhi,630506,3354,616461,10691
4682,13/01/2021,Delhi,630892,3179,617006,10707
4683,14/01/2021,Delhi,631249,2991,617540,10718
4684,15/01/2021,Delhi,631589,2937,617930,10722
4685,16/01/2021,Delhi,631884,2795,618357,10732
4686,17/01/2021,Delhi,632183,2691,618754,10738
4687,18/01/2021,Delhi,632429,2544,619139,10746
4688,19/01/2021,Delhi,632590,2335,619501,10754
4689,20/01/2021,Delhi,632821,2334,619723,10764
4690,21/01/2021,Delhi,633049,2147,620128,10774
4691,22/01/2021,Delhi,633276,2120,620374,10782
4692,23/01/2021,Delhi,633542,2060,620693,10789
4693,24/01/2021,Delhi,633739,1880,621060,10799
4694,25/01/2021,Delhi,633924,1741,621375,10808
4695,27/01/2021,Delhi,634229,1626,621783,10820
4696,28/01/2021,Delhi,634325,1501,621995,10829
4697,29/01/2021,Delhi,634524,1575,622114,10835
4698,30/01/2021,Delhi,634773,1551,622381,10841
4699,31/01/2021,Delhi,634956,1436,622671,10849
4700,01/02/2021,Delhi,635096,1361,622882,10853
4701,02/02/2021,Delhi,635217,1265,623096,10856
4702,03/02/2021,Delhi,635331,1217,623256,10858
4703,04/02/2021,Delhi,635481,1208,623409,10864
4704,05/02/2021,Delhi,635639,1194,623574,10871
4705,06/02/2021,Delhi,635793,1206,623714,10873
4706,07/02/2021,Delhi,635916,1174,623865,10877
4707,08/02/2021,Delhi,636035,1112,624044,10879
4708,09/02/2021,Delhi,636160,1096,624182,10882
4709,10/02/2021,Delhi,636260,1052,624326,10882
4710,11/02/2021,Delhi,636387,1177,624326,10884
4711,12/02/2021,Delhi,636529,1051,624592,10886
4712,13/02/2021,Delhi,636670,1053,624728,10889
4713,14/02/2021,Delhi,636796,1041,624866,10889
4714,15/02/2021,Delhi,636946,1031,625024,10891
4715,16/02/2021,Delhi,637087,1036,625158,10893
4716,17/02/2021,Delhi,637181,1019,625268,10894
4717,18/02/2021,Delhi,637315,1078,625343,10894
4718,19/02/2021,Delhi,637445,1053,625496,10896
4719,20/02/2021,Delhi,637603,1053,625653,10897
4720,21/02/2021,Delhi,637755,1025,625832,10898
4721,22/02/2021,Delhi,637900,1071,625929,10900
4722,23/02/2021,Delhi,638028,1041,626086,10901
4723,24/02/2021,Delhi,638173,1009,626261,10903
4724,25/02/2021,Delhi,638373,1137,626331,10905
4725,26/02/2021,Delhi,638593,1169,626519,10905
4726,27/02/2021,Delhi,638849,1231,626712,10906
4727,01/03/2021,Delhi,639289,1335,627044,10910
4728,02/03/2021,Delhi,639464,1404,627149,10911
4729,03/03/2021,Delhi,639681,1543,627227,10911
4730,04/03/2021,Delhi,639921,1584,627423,10914
4731,06/03/2021,Delhi,640494,1779,627797,10918
4732,07/03/2021,Delhi,640815,1779,628117,10919
4733,08/03/2021,Delhi,641101,1803,628377,10921
4734,09/03/2021,Delhi,641340,1730,628686,10924
4735,10/03/2021,Delhi,641660,1812,628920,10928
4736,11/03/2021,Delhi,642030,1900,629199,10931
4737,13/03/2021,Delhi,642870,2093,629841,10936
4738,14/03/2021,Delhi,643289,2207,630143,10939
4739,15/03/2021,Delhi,643696,2262,630493,10941
4740,16/03/2021,Delhi,644064,2321,630799,10944
4741,17/03/2021,Delhi,644489,2488,631056,10945
4742,18/03/2021,Delhi,645025,2702,631375,10948
4743,19/03/2021,Delhi,645632,2927,631756,10949
4744,20/03/2021,Delhi,646348,3165,632230,10953
4745,21/03/2021,Delhi,647161,3409,632797,10955
4746,22/03/2021,Delhi,647984,3618,633410,10956
4747,23/03/2021,Delhi,648872,3934,633975,10963
4748,24/03/2021,Delhi,649973,4411,634595,10967
4749,25/03/2021,Delhi,651227,4890,635364,10973
4750,27/03/2021,Delhi,654276,6051,637238,10987
4751,28/03/2021,Delhi,655834,6625,638212,10997
4752,29/03/2021,Delhi,657715,7545,639164,11006
4753,30/03/2021,Delhi,659616,8029,640575,11012
4754,31/03/2021,Delhi,660611,7429,642166,11016
4755,01/04/2021,Delhi,662430,8838,642565,11027
4756,02/04/2021,Delhi,665220,10498,643686,11036
4757,03/04/2021,Delhi,668814,11994,645770,11050
4758,04/04/2021,Delhi,672381,12647,648674,11060
4759,05/04/2021,Delhi,676414,13982,651351,11081
4760,06/04/2021,Delhi,679962,14589,654277,11096
4761,07/04/2021,Delhi,685062,17332,656617,11113
4762,08/04/2021,Delhi,690568,19455,659980,11133
4763,09/04/2021,Delhi,698005,23181,663667,11157
4764,10/04/2021,Delhi,706526,26631,668699,11196
4765,11/04/2021,Delhi,714423,28773,674415,11235
4766,12/04/2021,Delhi,725197,34341,679573,11283
4767,13/04/2021,Delhi,736688,38095,687238,11355
4768,14/04/2021,Delhi,750156,43510,695210,11436
4769,15/04/2021,Delhi,767438,50736,705162,11540
4770,16/04/2021,Delhi,784137,54309,718176,11652
4771,17/04/2021,Delhi,803623,61005,730825,11793
4772,18/04/2021,Delhi,827998,69799,746239,11960
4773,19/04/2021,Delhi,853460,74941,766398,12121
4774,20/04/2021,Delhi,877146,76887,787898,12361
4775,21/04/2021,Delhi,905541,85575,807328,12638
4776,22/04/2021,Delhi,930179,85364,831928,12887
